Retailer,Retailer ID,Invoice Date,Beverages,Days to Deliver,Delivery Company,Units Sold,Total Sales,Operating Profit,Price per Unit,Operating Margin (%),State,Region,City
Walmart,1185732,2022-11-04,Powerade,57,USPS,1500,1050.0,368.0,0.7,35.0,Ontario,Central,Ottawa
Walmart,1185732,2022-11-04,Dasani Water,35,DHL,2500,1875.0,563.0,0.75,30.0,Ontario,Central,Windsor
Walmart,1185732,2022-12-03,Coca-Cola,30,USPS,4750,3325.0,1829.0,0.7,55.0,Ontario,Central,Brampton
Walmart,1185732,2022-12-03,Diet Coke,27,UPS,2750,1650.0,578.0,0.6,35.0,Ontario,Central,Toronto
Walmart,1185732,2022-12-03,Sprite,21,USPS,2250,1350.0,540.0,0.6,40.0,Ontario,Central,Hamilton
Walmart,1185732,2022-12-03,Fanta,40,UPS,1750,1050.0,420.0,0.6,40.0,Ontario,Central,Brampton
Walmart,1185732,2022-12-03,Powerade,42,UPS,1750,1225.0,429.0,0.7,35.0,Ontario,Central,Windsor
Walmart,1185732,2022-12-03,Dasani Water,35,FedEx,2750,2063.0,619.0,0.75,30.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-01-15,Coca-Cola,17,DHL,4500,1575.0,630.0,0.35,40.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-01-15,Diet Coke,39,DHL,4500,2025.0,506.0,0.45,25.0,Ontario,Central,Brampton
FreshCo,1128299,2022-01-15,Sprite,30,FedEx,4500,2025.0,810.0,0.45,40.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-01-15,Fanta,48,FedEx,3000,1350.0,473.0,0.45,35.0,Ontario,Central,Windsor
FreshCo,1128299,2022-01-15,Powerade,48,UPS,2500,1250.0,688.0,0.5,55.0,Ontario,Central,Toronto
FreshCo,1128299,2022-01-15,Dasani Water,56,FedEx,4750,2138.0,428.0,0.45,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-02-15,Coca-Cola,20,FedEx,5250,1838.0,735.0,0.35,40.0,Ontario,Central,Toronto
FreshCo,1128299,2022-02-15,Diet Coke,25,UPS,4250,1913.0,478.0,0.45,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-02-15,Sprite,20,UPS,4250,1913.0,765.0,0.45,40.0,Ontario,Central,Windsor
FreshCo,1128299,2022-02-15,Fanta,55,FedEx,2750,1238.0,433.0,0.45,35.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-02-15,Powerade,40,DHL,2000,1000.0,550.0,0.5,55.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-02-15,Dasani Water,57,UPS,4000,1800.0,360.0,0.45,20.0,Ontario,Central,Brampton
FreshCo,1128299,2022-03-14,Coca-Cola,40,USPS,5500,2475.0,990.0,0.45,40.0,Ontario,Central,Windsor
FreshCo,1128299,2022-03-14,Diet Coke,50,USPS,4000,2200.0,550.0,0.55,25.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-03-14,Sprite,22,USPS,4000,2200.0,880.0,0.55,40.0,Ontario,Central,Brampton
FreshCo,1128299,2022-03-14,Fanta,34,DHL,3000,1650.0,578.0,0.55,35.0,Ontario,Central,Brampton
FreshCo,1128299,2022-03-14,Powerade,44,USPS,1750,1050.0,578.0,0.6,55.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-03-14,Dasani Water,59,DHL,3750,2063.0,413.0,0.55,20.0,Ontario,Central,Toronto
FreshCo,1128299,2022-04-15,Coca-Cola,27,DHL,5500,3300.0,1320.0,0.6,40.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-04-15,Diet Coke,28,DHL,3500,2275.0,569.0,0.65,25.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-04-15,Sprite,54,DHL,4000,2600.0,1040.0,0.65,40.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-04-15,Fanta,15,USPS,3000,1800.0,630.0,0.6,35.0,Ontario,Central,Toronto
FreshCo,1128299,2022-04-15,Powerade,17,FedEx,2000,1300.0,715.0,0.65,55.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-04-15,Dasani Water,43,USPS,3500,2800.0,560.0,0.8,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-05-16,Coca-Cola,20,UPS,5500,3300.0,1485.0,0.6,45.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-05-16,Diet Coke,41,FedEx,4000,2600.0,780.0,0.65,30.0,Ontario,Central,Brampton
FreshCo,1128299,2022-05-16,Sprite,55,DHL,4000,2600.0,1170.0,0.65,45.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-05-16,Fanta,54,USPS,3000,1800.0,720.0,0.6,40.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-05-16,Powerade,59,USPS,2000,1300.0,780.0,0.65,60.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-05-16,Dasani Water,38,DHL,4500,3600.0,900.0,0.8,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-06-15,Coca-Cola,28,FedEx,7000,4200.0,1890.0,0.6,45.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-06-15,Diet Coke,52,UPS,5500,3575.0,1073.0,0.65,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-06-15,Sprite,60,USPS,5500,3575.0,1609.0,0.65,45.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-06-15,Fanta,51,FedEx,4250,2550.0,1020.0,0.6,40.0,Ontario,Central,Brampton
FreshCo,1128299,2022-06-15,Powerade,60,FedEx,3000,1950.0,1170.0,0.65,60.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-06-15,Dasani Water,54,UPS,6000,4800.0,1200.0,0.8,25.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-07-14,Coca-Cola,41,DHL,7500,4500.0,1800.0,0.6,40.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-07-14,Diet Coke,30,FedEx,6000,3900.0,975.0,0.65,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-07-14,Sprite,17,USPS,5500,3575.0,1430.0,0.65,40.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-07-14,Fanta,40,FedEx,4500,2700.0,945.0,0.6,35.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-07-14,Powerade,59,UPS,5000,3250.0,1788.0,0.65,55.0,Ontario,Central,Windsor
FreshCo,1128299,2022-07-14,Dasani Water,39,FedEx,5000,4000.0,800.0,0.8,20.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-08-15,Coca-Cola,35,DHL,7000,4550.0,1820.0,0.65,40.0,Ontario,Central,Windsor
FreshCo,1128299,2022-08-15,Diet Coke,60,USPS,6500,4550.0,1138.0,0.7,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-08-15,Sprite,48,UPS,5250,3413.0,1365.0,0.65,40.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-08-15,Fanta,46,USPS,4750,3088.0,1081.0,0.65,35.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-08-15,Powerade,24,FedEx,4750,3563.0,1959.0,0.75,55.0,Ontario,Central,Windsor
FreshCo,1128299,2022-08-15,Dasani Water,34,FedEx,4000,3200.0,640.0,0.8,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-09-16,Coca-Cola,20,USPS,6000,3600.0,1260.0,0.6,35.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-09-16,Diet Coke,59,USPS,6000,3900.0,780.0,0.65,20.0,Ontario,Central,Windsor
FreshCo,1128299,2022-09-16,Sprite,32,USPS,4500,2700.0,945.0,0.6,35.0,Ontario,Central,Toronto
FreshCo,1128299,2022-09-16,Fanta,47,FedEx,4000,2400.0,720.0,0.6,30.0,Ontario,Central,Brampton
FreshCo,1128299,2022-09-16,Powerade,57,DHL,4000,2800.0,1400.0,0.7,50.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-09-16,Dasani Water,39,DHL,4500,3375.0,506.0,0.75,15.0,Ontario,Central,Brampton
FreshCo,1128299,2022-10-15,Coca-Cola,47,FedEx,5500,3300.0,1155.0,0.6,35.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-10-15,Diet Coke,23,UPS,5500,3575.0,715.0,0.65,20.0,Ontario,Central,Brampton
FreshCo,1128299,2022-10-15,Sprite,17,UPS,3750,2250.0,788.0,0.6,35.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-10-15,Fanta,48,USPS,3500,2100.0,630.0,0.6,30.0,Ontario,Central,Brampton
FreshCo,1128299,2022-10-15,Powerade,60,UPS,3250,2275.0,1138.0,0.7,50.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-10-15,Dasani Water,36,UPS,3750,2813.0,422.0,0.75,15.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-11-15,Coca-Cola,27,DHL,5750,3450.0,1208.0,0.6,35.0,Ontario,Central,Toronto
FreshCo,1128299,2022-11-15,Diet Coke,46,FedEx,5750,3738.0,748.0,0.65,20.0,Ontario,Central,Windsor
FreshCo,1128299,2022-11-15,Sprite,34,DHL,4250,2550.0,893.0,0.6,35.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-11-15,Fanta,21,FedEx,4000,2400.0,720.0,0.6,30.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-11-15,Powerade,29,USPS,3500,2450.0,1225.0,0.7,50.0,Ontario,Central,Toronto
FreshCo,1128299,2022-11-15,Dasani Water,22,USPS,4750,3563.0,534.0,0.75,15.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-12-14,Coca-Cola,30,UPS,6750,4050.0,1418.0,0.6,35.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-12-14,Diet Coke,52,USPS,6750,4388.0,878.0,0.65,20.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-12-14,Sprite,47,UPS,4750,2850.0,998.0,0.6,35.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-12-14,Fanta,47,UPS,4750,2850.0,855.0,0.6,30.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-12-14,Powerade,19,USPS,4000,2800.0,1400.0,0.7,50.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-12-14,Dasani Water,35,UPS,5000,3750.0,563.0,0.75,15.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-01-05,Coca-Cola,36,UPS,4250,1275.0,446.0,0.3,35.0,Ontario,Central,Toronto
FreshCo,1128299,2022-01-05,Diet Coke,30,USPS,4250,1700.0,340.0,0.4,20.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-01-05,Sprite,48,DHL,4250,1700.0,595.0,0.4,35.0,Ontario,Central,Windsor
FreshCo,1128299,2022-01-05,Fanta,59,UPS,2750,1100.0,330.0,0.4,30.0,Ontario,Central,Brampton
FreshCo,1128299,2022-01-05,Powerade,57,DHL,2250,1013.0,506.0,0.45,50.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-01-05,Dasani Water,42,DHL,4750,1900.0,285.0,0.4,15.0,Ontario,Central,Toronto
FreshCo,1128299,2022-02-05,Coca-Cola,25,USPS,5250,1575.0,551.0,0.3,35.0,Ontario,Central,Toronto
FreshCo,1128299,2022-02-05,Diet Coke,58,FedEx,4250,1700.0,340.0,0.4,20.0,Ontario,Central,Brampton
FreshCo,1128299,2022-02-05,Sprite,54,USPS,4250,1700.0,595.0,0.4,35.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-02-05,Fanta,31,USPS,2750,1100.0,330.0,0.4,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-02-05,Powerade,36,DHL,2000,900.0,450.0,0.45,50.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-02-05,Dasani Water,38,DHL,4000,1600.0,240.0,0.4,15.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-03-04,Coca-Cola,18,UPS,5500,2200.0,770.0,0.4,35.0,Ontario,Central,Windsor
FreshCo,1128299,2022-03-04,Diet Coke,22,DHL,4000,2000.0,400.0,0.5,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-03-04,Sprite,21,FedEx,4000,2200.0,770.0,0.55,35.0,Ontario,Central,Brampton
FreshCo,1128299,2022-03-04,Fanta,50,UPS,3000,1650.0,495.0,0.55,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-03-04,Powerade,35,UPS,1500,900.0,450.0,0.6,50.0,Ontario,Central,Windsor
FreshCo,1128299,2022-03-04,Dasani Water,58,USPS,3500,1925.0,289.0,0.55,15.0,Ontario,Central,Brampton
FreshCo,1128299,2022-04-05,Coca-Cola,41,USPS,5250,3150.0,1103.0,0.6,35.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-04-05,Diet Coke,20,USPS,3250,2113.0,423.0,0.65,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-04-05,Sprite,32,DHL,3750,2438.0,853.0,0.65,35.0,Ontario,Central,Windsor
FreshCo,1128299,2022-04-05,Fanta,55,UPS,2750,1650.0,495.0,0.6,30.0,Ontario,Central,Brampton
FreshCo,1128299,2022-04-05,Powerade,51,UPS,1750,1138.0,569.0,0.65,50.0,Ontario,Central,Brampton
FreshCo,1128299,2022-04-05,Dasani Water,53,DHL,3250,2600.0,390.0,0.8,15.0,Ontario,Central,Brampton
FreshCo,1128299,2022-05-06,Coca-Cola,17,FedEx,5250,3150.0,1575.0,0.6,50.0,Ontario,Central,Windsor
FreshCo,1128299,2022-05-06,Diet Coke,20,USPS,3750,2438.0,853.0,0.65,35.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-05-06,Sprite,45,UPS,3750,2438.0,1219.0,0.65,50.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-05-06,Fanta,56,USPS,2750,1650.0,743.0,0.6,45.0,Ontario,Central,Toronto
FreshCo,1128299,2022-05-06,Powerade,47,FedEx,1750,1138.0,739.0,0.65,65.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-05-06,Dasani Water,39,UPS,4750,3800.0,1140.0,0.8,30.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-06-05,Coca-Cola,39,DHL,7250,4350.0,2175.0,0.6,50.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-06-05,Diet Coke,18,USPS,5750,3738.0,1308.0,0.65,35.0,Ontario,Central,Windsor
FreshCo,1128299,2022-06-05,Sprite,45,DHL,5750,3738.0,1869.0,0.65,50.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-06-05,Fanta,26,UPS,4500,2925.0,1316.0,0.65,45.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-06-05,Powerade,38,FedEx,3250,2275.0,1479.0,0.7,65.0,Ontario,Central,Toronto
FreshCo,1128299,2022-06-05,Dasani Water,47,UPS,6250,5313.0,1594.0,0.85,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-07-04,Coca-Cola,38,FedEx,7750,5038.0,2267.0,0.65,45.0,Ontario,Central,Toronto
FreshCo,1128299,2022-07-04,Diet Coke,27,FedEx,6250,4375.0,1313.0,0.7,30.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-07-04,Sprite,51,FedEx,5750,4025.0,1811.0,0.7,45.0,Ontario,Central,Brampton
FreshCo,1128299,2022-07-04,Fanta,30,USPS,4750,3088.0,1235.0,0.65,40.0,Ontario,Central,Toronto
FreshCo,1128299,2022-07-04,Powerade,33,USPS,5250,3675.0,2205.0,0.7,60.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-07-04,Dasani Water,47,UPS,5250,4463.0,1116.0,0.85,25.0,Ontario,Central,Brampton
FreshCo,1128299,2022-08-05,Coca-Cola,60,DHL,7250,5075.0,2284.0,0.7,45.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-08-05,Diet Coke,39,USPS,6750,5063.0,1519.0,0.75,30.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-08-05,Sprite,19,FedEx,5500,3850.0,1733.0,0.7,45.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-08-05,Fanta,57,UPS,5000,3500.0,1400.0,0.7,40.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-08-05,Powerade,46,DHL,5000,3750.0,2250.0,0.75,60.0,Ontario,Central,Brampton
FreshCo,1128299,2022-08-05,Dasani Water,21,DHL,4000,3200.0,800.0,0.8,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-09-06,Coca-Cola,33,FedEx,6000,3900.0,1560.0,0.65,40.0,Ontario,Central,Brampton
FreshCo,1128299,2022-09-06,Diet Coke,54,DHL,6000,4200.0,1050.0,0.7,25.0,Ontario,Central,Brampton
FreshCo,1128299,2022-09-06,Sprite,48,FedEx,4500,2925.0,1170.0,0.65,40.0,Ontario,Central,Brampton
FreshCo,1128299,2022-09-06,Fanta,53,USPS,4000,2600.0,910.0,0.65,35.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-09-06,Powerade,59,USPS,4000,3000.0,1650.0,0.75,55.0,Ontario,Central,Windsor
FreshCo,1128299,2022-09-06,Dasani Water,20,USPS,4250,2975.0,595.0,0.7,20.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-10-05,Coca-Cola,15,UPS,5250,2888.0,1155.0,0.55,40.0,Ontario,Central,Brampton
FreshCo,1128299,2022-10-05,Diet Coke,15,USPS,5250,3150.0,788.0,0.6,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-10-05,Sprite,47,UPS,3500,1925.0,770.0,0.55,40.0,Ontario,Central,Toronto
FreshCo,1128299,2022-10-05,Fanta,53,UPS,3250,1788.0,626.0,0.55,35.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-10-05,Powerade,37,DHL,3000,1950.0,1073.0,0.65,55.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-10-05,Dasani Water,17,USPS,3500,2450.0,490.0,0.7,20.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-11-05,Coca-Cola,38,DHL,5750,3163.0,1265.0,0.55,40.0,Ontario,Central,Windsor
FreshCo,1128299,2022-11-05,Diet Coke,44,FedEx,5750,3450.0,863.0,0.6,25.0,Ontario,Central,Brampton
FreshCo,1128299,2022-11-05,Sprite,49,UPS,4250,2338.0,935.0,0.55,40.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-11-05,Fanta,50,UPS,4000,2600.0,910.0,0.65,35.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-11-05,Powerade,49,UPS,3750,2813.0,1547.0,0.75,55.0,Ontario,Central,Brampton
FreshCo,1128299,2022-11-05,Dasani Water,44,DHL,5000,4000.0,800.0,0.8,20.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-12-04,Coca-Cola,18,FedEx,7000,4550.0,1820.0,0.65,40.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-12-04,Diet Coke,35,FedEx,7000,4900.0,1225.0,0.7,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-12-04,Sprite,47,DHL,5000,3250.0,1300.0,0.65,40.0,Ontario,Central,Windsor
FreshCo,1128299,2022-12-04,Fanta,43,DHL,5000,3250.0,1138.0,0.65,35.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-12-04,Powerade,15,USPS,4250,3188.0,1753.0,0.75,55.0,Ontario,Central,Windsor
FreshCo,1128299,2022-12-04,Dasani Water,59,FedEx,5250,4200.0,840.0,0.8,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-01-03,Coca-Cola,55,FedEx,4500,1800.0,540.0,0.4,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-01-03,Diet Coke,39,DHL,4500,2250.0,563.0,0.5,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-01-03,Sprite,50,UPS,4500,2250.0,563.0,0.5,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-01-03,Fanta,36,FedEx,3000,1500.0,450.0,0.5,30.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-01-03,Powerade,58,FedEx,2500,1375.0,344.0,0.55,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-01-03,Dasani Water,30,FedEx,5000,2500.0,500.0,0.5,20.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-02-03,Coca-Cola,38,UPS,5500,2200.0,660.0,0.4,30.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-02-03,Diet Coke,28,DHL,4500,2250.0,563.0,0.5,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-02-03,Sprite,40,FedEx,4500,2250.0,563.0,0.5,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-02-03,Fanta,35,DHL,3000,1500.0,450.0,0.5,30.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-02-03,Powerade,56,USPS,2250,1238.0,309.0,0.55,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-02-03,Dasani Water,59,DHL,4250,2125.0,425.0,0.5,20.0,Ontario,Central,Windsor
FreshCo,1128299,2022-03-02,Coca-Cola,56,DHL,5750,2875.0,863.0,0.5,30.0,Ontario,Central,Brampton
FreshCo,1128299,2022-03-02,Diet Coke,50,UPS,4250,2550.0,638.0,0.6,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-03-02,Sprite,33,DHL,4250,2763.0,691.0,0.65,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-03-02,Fanta,37,USPS,3250,2113.0,634.0,0.65,30.0,Ontario,Central,Toronto
FreshCo,1128299,2022-03-02,Powerade,53,FedEx,1750,1225.0,306.0,0.7,25.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-03-02,Dasani Water,48,FedEx,3750,2438.0,488.0,0.65,20.0,Ontario,Central,Toronto
FreshCo,1128299,2022-04-03,Coca-Cola,34,USPS,5500,3850.0,1155.0,0.7,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-04-03,Diet Coke,29,UPS,3500,2625.0,656.0,0.75,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-04-03,Sprite,45,UPS,4000,3000.0,750.0,0.75,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-04-03,Fanta,34,USPS,3000,1800.0,540.0,0.6,30.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-04-03,Powerade,36,FedEx,2000,1300.0,325.0,0.65,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-04-03,Dasani Water,60,UPS,3500,2800.0,560.0,0.8,20.0,Ontario,Central,Brampton
FreshCo,1128299,2022-05-04,Coca-Cola,54,FedEx,5500,3300.0,990.0,0.6,30.0,Ontario,Central,Brampton
FreshCo,1128299,2022-05-04,Diet Coke,50,USPS,4000,2600.0,650.0,0.65,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-05-04,Sprite,26,USPS,4000,2600.0,650.0,0.65,25.0,Ontario,Central,Brampton
FreshCo,1128299,2022-05-04,Fanta,25,USPS,3000,1800.0,540.0,0.6,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-05-04,Powerade,49,DHL,2000,1300.0,325.0,0.65,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-05-04,Dasani Water,16,FedEx,5000,4000.0,800.0,0.8,20.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-06-03,Coca-Cola,19,FedEx,7500,5625.0,1688.0,0.75,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-06-03,Diet Coke,55,USPS,6250,5000.0,1250.0,0.8,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-06-03,Sprite,34,USPS,6250,5000.0,1250.0,0.8,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-06-03,Fanta,34,DHL,5000,4000.0,1200.0,0.8,30.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-06-03,Powerade,22,DHL,3750,3188.0,797.0,0.85,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-06-03,Dasani Water,59,USPS,6750,6750.0,1350.0,1.0,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-07-02,Coca-Cola,55,USPS,8250,6600.0,1980.0,0.8,30.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-07-02,Diet Coke,32,DHL,6750,5738.0,1434.0,0.85,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-07-02,Sprite,46,USPS,6250,5313.0,1328.0,0.85,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-07-02,Fanta,54,UPS,5250,4200.0,1260.0,0.8,30.0,Ontario,Central,Toronto
FreshCo,1128299,2022-07-02,Powerade,19,DHL,5750,4888.0,1222.0,0.85,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-07-02,Dasani Water,49,UPS,5750,5750.0,1150.0,1.0,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-08-03,Coca-Cola,34,FedEx,7750,6588.0,1976.0,0.85,30.0,Ontario,Central,Toronto
FreshCo,1128299,2022-08-03,Diet Coke,17,UPS,7500,6000.0,1500.0,0.8,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-08-03,Sprite,32,UPS,6250,4688.0,1172.0,0.75,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-08-03,Fanta,24,USPS,5750,4313.0,1294.0,0.75,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-08-03,Powerade,45,UPS,5750,4313.0,1078.0,0.75,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-08-03,Dasani Water,58,USPS,4000,3200.0,640.0,0.8,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-09-04,Coca-Cola,18,FedEx,6000,4200.0,1260.0,0.7,30.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-09-04,Diet Coke,33,UPS,6000,4500.0,1125.0,0.75,25.0,Ontario,Central,Brampton
FreshCo,1128299,2022-09-04,Sprite,49,DHL,4500,3150.0,788.0,0.7,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-09-04,Fanta,17,USPS,4000,2800.0,840.0,0.7,30.0,Ontario,Central,Toronto
FreshCo,1128299,2022-09-04,Powerade,28,FedEx,4250,3400.0,850.0,0.8,25.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-09-04,Dasani Water,55,FedEx,4500,2925.0,585.0,0.65,20.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-10-03,Coca-Cola,31,DHL,5500,3300.0,990.0,0.6,30.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-10-03,Diet Coke,60,FedEx,5500,3575.0,894.0,0.65,25.0,Ontario,Central,Mississauga
FreshCo,1128299,2022-10-03,Sprite,56,FedEx,3750,2250.0,563.0,0.6,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-10-03,Fanta,53,DHL,3500,2100.0,630.0,0.6,30.0,Ontario,Central,Ottawa
FreshCo,1128299,2022-10-03,Powerade,31,UPS,3250,2275.0,569.0,0.7,25.0,Ontario,Central,Windsor
FreshCo,1128299,2022-10-03,Dasani Water,25,DHL,3750,2813.0,563.0,0.75,20.0,Ontario,Central,Windsor
FreshCo,1128299,2022-11-03,Coca-Cola,42,FedEx,6000,3600.0,1080.0,0.6,30.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-11-03,Diet Coke,46,UPS,6250,4063.0,1016.0,0.65,25.0,Ontario,Central,Hamilton
FreshCo,1128299,2022-11-03,Sprite,25,USPS,4750,2850.0,713.0,0.6,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-11-03,Fanta,59,FedEx,4500,3150.0,945.0,0.7,30.0,Ontario,Central,Windsor
FreshCo,1128299,2022-11-03,Powerade,46,USPS,4250,3825.0,956.0,0.9,25.0,Ontario,Central,Toronto
FreshCo,1128299,2022-11-03,Dasani Water,49,DHL,5500,5225.0,1045.0,0.95,20.0,Ontario,Central,Toronto
FreshCo,1128299,2022-12-02,Coca-Cola,31,USPS,7500,6000.0,1800.0,0.8,30.0,Ontario,Central,Mississauga
